id;$doctype;_rev;address;amount;areas/0;areas/1;areas/2;composition;counter;createdAt;datasetId;hashtags;isIncluded;location/latitude;location/longitude;name;origin;status;team;updatedAt;glass;ceramic/bricks;other;plastic;metal;biological/paper/wood;textiles/shoes/carpets;rubber/tyres;electronics;toxic/chemicals;car parts/vehicles;household;non-household;construction and demolition
b7a09304-0b5d-4a95-ac73-5840c5b191ac;trashpoint;2-b43b2ec928b0ded33f3013a445756865;Vasavere, Unnamed Road;handful;EE;EE.IV;;,plastic,glass;1;13.09.2018 16:14;08766c29-29a2-4919-918b-cc77f64cbb73;;FALSE;59.3036233821;27.5545311068;Vasavere, Unnamed Road;household;regular;;13.09.2018 16:15;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
f3772cee-27b6-4935-a062-bc0f5b172e0e;trashpoint;2-61f5fbd0543d51bdc1754e665c7b30b0;Vasavere, Unnamed Road;handful;EE;EE.IV;;,plastic,glass;1;13.09.2018 16:43;08766c29-29a2-4919-918b-cc77f64cbb73;;FALSE;59.2995025032;27.5594302453;Vasavere, Unnamed Road;household;regular;;13.09.2018 16:43;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
f72803b4-f4f8-4298-8bc0-f094f24dfd7d;trashpoint;2-b0db165ec51879c38a521d71619c5252;Kastav, Gornji Turki, 83;truckload;HR;;;other,car parts/vehicles,toxic/chemicals,rubber/tyres,textiles/shoes/carpets,biological/paper/wood,metal,plastic,ceramic/bricks,glass;1;13.09.2018 18:00;08766c29-29a2-4919-918b-cc77f64cbb73;;FALSE;45.3868426;14.3602679;Kastav, Gornji Turki, 83;household,construction and demolition,;regular;;13.09.2018 18:00;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE
2af8db20-a163-456a-86a0-a1c4d4517413;trashpoint;2-4e62e41764ce6877622c6a051227d1cb;Rijeka, Ul. Obitelji Sušanj, 7;bagful;HR;;;,other,biological/paper/wood,metal,plastic;1;13.09.2018 18:04;08766c29-29a2-4919-918b-cc77f64cbb73;;FALSE;45.345071;14.3842026;Rijeka, Ul. Obitelji Sušanj, 7;household;regular;;13.09.2018 18:05;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
671f28a6-0ac3-4a18-aa98-e520f2bd558d;trashpoint;2-bccc673aeea35d150984f18a9ed04798;Santa Cruz, Ave Nueva Jerusalen;truckload;BO;;;,rubber/tyres,biological/paper/wood,plastic;1;13.09.2018 18:20;08766c29-29a2-4919-918b-cc77f64cbb73;;FALSE;-17.7449335;-63.1850302;Santa Cruz, Ave Nueva Jerusalen;household;regular;;13.09.2018 18:20;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
017cb70d-7f2b-491e-9173-ee9164fcf5e8;trashpoint;3-f778dab3665a8c88601af2aaf1317184;Las Rozas, Ctra. de La Coruña, 102;cartload;ES;;;,biological/paper/wood,metal,plastic,ceramic/bricks,glass;1;13.09.2018 18:46;08766c29-29a2-4919-918b-cc77f64cbb73;;TRUE;40.5196245;-3.8807997;Las Rozas, Ctra. de La Coruña, 102;household;regular;3b61b794-2b8e-11e8-b467-0ed5f89f718b;13.09.2018 18:52;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
cd9f87f0-5496-40fb-8abe-d256f60da0e2;trashpoint;4-86f4b254381378e41322a94e49aa8aa8;, DJ381;truckload;RO;RO.CT;;,other;1;13.09.2018 19:15;08766c29-29a2-4919-918b-cc77f64cbb73;;FALSE;44.0835117;28.4405583;, DJ381;household,construction and demolition,;regular;;13.09.2018 19:21;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
e074adf3-b7e7-4b27-8f5a-61f8c7673434;trashpoint;2-346c37fb9144c699c75a62b040ba797d;Saku, Kooli tee, 4;cartload;EE;EE.HA;;,other,biological/paper/wood,metal,plastic,glass;1;13.09.2018 19:30;08766c29-29a2-4919-918b-cc77f64cbb73;;FALSE;59.3007521;24.6768763;Saku, Kooli tee, 4;household,non-household,;regular;;13.09.2018 19:30;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
e3ede195-ad0a-475c-a5db-3692ef052d30;trashpoint;3-bae51e1a8a2e904be45f9f74a246e815;, R. Heitor Modesto, 615;cartload;BR;;;,metal,plastic,glass;1;13.09.2018 21:17;08766c29-29a2-4919-918b-cc77f64cbb73;;FALSE;-22.1128837;-45.0484459;, R. Heitor Modesto, 615;;regular;;13.09.2018 21:20;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
5f00d57a-a55f-4b73-9014-5f0c9e672f88;trashpoint;2-09b159757df57658be5cb37f764b6d79;, R. São José;bagful;BR;;;,other,biological/paper/wood,metal,plastic,glass;1;13.09.2018 21:41;08766c29-29a2-4919-918b-cc77f64cbb73;;FALSE;-22.1076183;-45.0598991;, R. São José;;regular;;13.09.2018 21:41;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
